lat,lon,addr:street,addr:housenumber,addr:postcode,addr:city
5814032.80616158,682098.1057984674,Avenue Wendt,18,,Genève
5814041.301123089,682810.3675951613,,,,
5814171.137531073,682725.3982467403,,,,
5814180.020244602,682166.6025835718,Rue Lamartine,17b,,Genève
5814218.37994637,682303.6431844032,,,,
5813963.748017323,682156.9359010231,Rue Lamartine,5c,,Genève
5814416.6120764045,682192.3301414659,Avenue Wendt,48,,Genève
5814218.243297062,682340.7915036803,Rue Faller,1,,Genève
5814024.435442568,682127.9090313265,Avenue Wendt,16,,Genève
5814066.608464066,682267.5162750471,,,,
5812126.201773725,683822.5190218043,,,,
5812104.022137212,683850.7112928289,,,,
5812140.086245131,683777.2946869311,,,,
5814498.810774772,681657.2001785119,,,,
5814699.316200661,681034.1963787719,,,,
5813968.190414005,681261.3817171346,,,,
5814903.867404772,681425.5816660346,,,,
5814228.509272688,681376.1277815083,Rue de Bourgogne,26a,,Genève
5814304.6224963805,681341.3388122034,,,,
5814233.723551492,681747.5769555983,Avenue Soret,19,,Genève
5814616.872157707,681888.9930709193,Avenue De-Luserna,22,,Genève
5814507.702726194,682066.4196991912,,,,
5814416.616001637,682106.4616840944,Avenue Wendt,45,,Genève
5814298.337793631,681878.5365103572,Avenue Soret,26,,Genève
5814243.651408609,681849.6199773514,Avenue Soret,15,,Genève
5814122.69232466,681583.1112394587,Rue de Bourgogne,16,,Genève
5814597.898615138,681134.9515559502,,,,
5814889.555550523,681480.4292093168,,,,
5814188.205332963,681557.8776187456,Rue de Bourgogne,18a,,Genève
5814540.881878621,682467.0784581868,,,,
5814347.647864065,681969.51069156,Avenue Ernest-Pictet,7,,Genève
5814294.298938452,682064.6718362413,Avenue Wendt,39,,Genève
5814150.517490127,681168.9300811173,Avenue de Châtelaine,22,,Genève
5814536.735899607,682014.0462792029,Avenue De-Luserna,12,,Genève
5814288.892985215,681667.4736020145,Rue Soubeyran,1,,Genève
5814601.982885203,681758.8691817236,Avenue Ernest-Pictet,34,,Genève
5814784.907974133,681080.1211261103,,,,
5814192.308043617,681792.6199025767,Rue du Dauphiné,18,,Genève
5814523.209784556,682040.4641286586,Avenue De-Luserna,10,,Genève
5814498.627030131,681463.6442696013,,,,
5814239.046864055,681822.2798971174,Avenue Soret,17,,Genève
5814626.426024205,680994.2205713809,,,,
5814173.494822943,681406.1188484492,Rue de Bourgogne,24,,
5814539.935223921,681357.070994479,,,,
5814614.771036517,681132.818319355,,,,
5814263.4694705615,681479.4360138034,,,,
5814178.733675738,681681.264407268,Rue de Bourgogne,12b,,Genève
5814683.155850801,681929.1092231112,Rue Liotard,69,,Genève
5814233.0524748545,681419.1661748558,Rue de Bourgogne,22a,,Genève
5814699.779428959,681899.5592496919,Rue Liotard,71,,Genève
5814563.404700909,682049.9347683255,,,,
5814473.137720744,682218.4700269265,Rue Lamartine,27,,Genève
5814213.191864819,681461.5813037842,,,,
5814250.218871556,681519.6599531713,Avenue Soret,31,,Genève
5814214.81517433,681846.9716352476,Chemin du Trait-d'Union,6,,Genève
5814478.280691809,682118.778920698,Avenue De-Luserna,6,,Genève
5814072.392475916,681147.4473553544,Avenue de Châtelaine,28,,Genève
5814509.269146862,681821.5951765779,Avenue Ernest-Pictet,22,1203,Genève
5814547.422108603,680984.2735781653,,,,
5814081.82210454,681702.5478410327,Rue du Dauphiné,9,,Genève
5814517.404940265,682150.890718559,,,,
5814156.907566714,681138.1186649867,Avenue de Châtelaine,32,,Genève
5814185.233600183,681729.801332223,Rue du Dauphiné,15,,Genève
5814162.187509323,681446.6630223118,Rue de Bourgogne,22,,Genève
5814243.054292584,681882.4776032513,Avenue Soret,11,,Genève
5814692.038040477,681364.9915831392,,,,
5814200.277989441,681508.6523896207,Rue de Bourgogne,20a,,Genève
5814220.112369461,681870.9679722913,Chemin du Trait-d'Union,4,,Genève
5814093.717711703,681200.3306678085,,,,
5814552.817938099,681789.6818122665,,,,
5814453.2013076255,682035.6385889078,Avenue De-Luserna,9,,Genève
5814915.144014577,681200.0983939318,,,,
5814822.578888142,681718.5145946383,Rue Liotard,85,,Genève
5814803.134169508,681283.4027347822,Route des Franchises,50,,Genève
5814567.736992589,680984.1692567607,,,,
5814170.2699314,681881.3540604585,Chemin du Trait-d'Union,14,,Genève
5814102.86973436,681618.8954753559,Rue de Bourgogne,14,,Genève
5814191.161335228,681345.4894553564,,,,
5814653.473790056,681687.7550028184,,,,
5814567.580183053,680967.3502310615,,,,
5814931.790924641,681317.7757576844,,,,
5814108.661851323,681123.4132875787,Avenue de Châtelaine,30,,Genève
5814560.262281713,682079.9122937339,,,,
5814137.051241929,681530.696693284,Rue de Bourgogne,18,,Genève
5814783.21593226,681142.8683180889,,,,
5814453.655968698,680949.3273891286,,,,
5814236.499460872,681218.1845312933,,,,
5814437.4843564015,681822.7031366392,Chemin du Bois-Gentil,4,,Genève
5814530.5859290315,680984.6856198437,,,,
5814233.388995188,681715.3638933236,Avenue Soret,21,,Genève
5814589.636211989,682062.6757625422,Rue Liotard,59,,Genève
5814180.907160418,681630.7450606007,Rue de Bourgogne,14b,,Genève
5814499.187294184,681936.5942688279,Avenue Ernest-Pictet,16a,1203,Genève
5814098.977171198,681153.9376421331,Avenue de Châtelaine,26,,Genève
5814705.824854062,682195.2043704285,Route de Meyrin,9,,Genève
5814750.505944327,681685.9260670368,Rue Edouard-Rod,24,,Genève
5814241.590220248,681565.5552391923,Avenue Soret,29,,Genève
5814723.6380246645,681388.8635915971,,,,
5814231.858885178,681618.552286928,Avenue Soret,25,,Genève
5814844.682295754,681325.7148791327,,,,
5814142.675472493,681491.0478389323,Rue de Bourgogne,20,,
5814850.173718118,681238.412599005,Route des Franchises,54a,,Genève
5814129.318270613,681718.2771864373,Rue du Dauphiné,11,,Genève
5814124.852641867,681163.5174694912,Avenue de Châtelaine,24,,Genève
5814567.113662202,680933.9154144838,,,,
5814234.253344433,681674.8170152891,Avenue Soret,23,,Genève
5814146.314599699,681628.2166660554,Rue de Bourgogne,14a,,Genève
5814180.951153382,681590.9405814369,Rue de Bourgogne,16a,,Genève
5814168.532295476,681073.6394394893,Avenue de Châtelaine,34,,Genève
5814283.548335033,681408.5087554674,Avenue Soret,35,,Genève
5814502.666719447,681851.9975848009,,,,
5814918.872513622,681370.869583536,,,,
5814098.194906518,681959.3558046299,Rue Joseph-Pasquier,1,,Genève
5814301.22402555,681377.6461809278,Avenue Soret,37,,Genève
5814567.390208732,680950.5647002171,,,,
5814631.2756138565,681130.3386798655,,,,
5814186.9994592555,681863.5126059502,Chemin du Trait-d'Union,12,,Genève
5814110.060352472,681070.6534077672,Avenue de Châtelaine,36,,Genève
5814559.689174515,681415.9645985729,,,,
5814253.176855405,681345.1987398351,Route des Franchises,12,,Genève
5814225.954941859,681961.867315213,Avenue Soret,5,,Genève
5815514.165052432,680881.6704970477,Avenue de Joli-Mont,10,,Genève
5815294.836419987,680888.8271720359,Avenue de Riant-Parc,2,,Genève
5814016.372089176,680590.3561807496,Avenue Henri-Golay,5a,,Genève
5813479.128096384,680990.4909077253,,,,
5814169.724742552,680828.5574044868,Avenue de Châtelaine,50,,Genève
5815288.892702707,681021.9470480427,Chemin Charles-Georg,5bis,,Genève
5815175.117302051,681045.712065105,Chemin Charles-Georg,2,,Genève
5814079.20272889,680916.8780821749,Avenue de Châtelaine,43,,Genève
5815292.585796399,681132.9526233118,Chemin Charles-Georg,10,,Genève
5814019.707372834,680950.7026259543,,,,
5815314.580798884,681044.4247872297,Chemin Charles-Georg,7,,Genève
5815219.324621269,680983.3385281059,Chemin Charles-Georg,1,,Genève
5813540.719109031,681057.4874734372,Rue Camille-Martin,2,,Genève
5815317.522603885,681155.6014788118,Chemin Charles-Georg,12,,Genève
5814021.2017586315,681051.0899562301,Chemin des Sports,80,,
5815240.300771759,681143.8416038549,Avenue du Bouchet,5b,,Genève
5813341.366226492,680967.459087453,Avenue d'Aïre,73a,,Genève
5813466.451359044,681214.2419623877,Avenue d'Aïre,61,,Genève
5813384.82344133,680690.1169882354,,,,
5814369.776773622,680809.3829772815,,,,
5814354.250248093,680854.3394774596,Avenue Edmond-Vaucher,12a,,Genève
5813316.120642116,680904.2155099818,Avenue d'Aïre,73e,,Genève
5815492.047844686,680850.2143887497,Avenue de Joli-Mont,8,,Genève
5813361.538222163,680925.9298571941,Avenue d'Aïre,73d,,Genève
5813298.6193947075,680777.8807074393,,,,
5813383.78859551,681202.6240617385,Avenue des Eidguenots,26,,Genève
5814039.731043858,680872.1911215528,,,,
5814378.766384026,680834.6332700546,Avenue Edmond-Vaucher,12,,Genève
5813980.19755965,680802.3981009618,,,,
5814060.9111202145,680644.7453248142,,,,
5814345.594609017,680813.1522723114,Avenue Edmond-Vaucher,10,,Genève
5813306.603032738,680740.0027673637,Avenue d'Aïre,89bis,,Genève
5815514.782665483,680775.6955192428,Avenue de Joli-Mont,3,,Genève
5815422.607212666,680887.3030902715,Avenue de Riant-Parc,5,,Genève
5815415.05966635,680786.6810260352,Avenue de Joli-Mont,2,,Genève
5815122.610629005,681131.3765054533,Avenue du Bouchet,1,,Genève
5813976.599771253,680700.658282322,Chemin des Sports,83,,Genève
5813358.459055137,681122.6846727693,Avenue des Eidguenots,30,,Genève
5815454.8179766955,680804.1684722807,Avenue de Joli-Mont,4,,Genève
5813260.9645171985,681037.2590778166,Chemin du Nant-Cayla,2,,Genève
5813663.739632332,681184.9781931863,,,,
5815091.633296285,681248.7747351036,,,,
5813450.565760536,681182.2601976108,,,,
5815155.8502336955,681091.2576510039,Carrefour du Bouchet,4,,Genève
5815474.403773531,680827.6075680868,Avenue de Joli-Mont,6,,Genève
5813321.034044856,681231.5795790822,Avenue des Eidguenots,19,,Genève
5813471.312474811,680829.565221871,,,,
5814441.228259593,680854.0862720434,,,,
5814420.803109851,680859.8705276722,Avenue Edmond-Vaucher,14,,Genève
5813273.299056716,681080.1744782055,Avenue des Eidguenots,27,,Genève
5815352.875034372,680940.9877277442,Avenue de Riant-Parc,6,,Genève
5815244.193112077,680947.2829267178,Avenue Louis-Casaï,6,,Genève
5814262.442440768,680731.8509850036,Avenue Edmond-Vaucher,4,,Genève
5813369.727615094,681158.2334449524,Avenue des Eidguenots,28,,Genève
5813916.819203272,680855.2968763394,Chemin des Sports,75,,Genève
5815326.744945124,680915.9598998282,Avenue de Riant-Parc,4,,Genève
5814062.421621532,680807.6764072456,,,,
5814232.517118329,680727.7287522153,Avenue Edmond-Vaucher,2,,Genève
5814163.190997975,680682.391008097,,,,
5814311.314546295,680774.0014493925,Avenue Edmond-Vaucher,8,,Genève
5813410.822038745,681226.0486405034,Avenue des Eidguenots,24,,Genève
5814271.509936917,680755.0464518031,Avenue Edmond-Vaucher,6,,Genève
5814317.764053043,680837.8221593773,Avenue Edmond-Vaucher,10a,,Genève
5813286.273055257,681115.2552994399,Avenue des Eidguenots,25,,Genève
5815000.980358376,681582.8494668057,Chemin Docteur Jean-Louis Prévost,7,,Genève
5814296.307858117,681629.1764168406,Avenue Soret,44,,Genève
5815723.659893016,681166.0467028101,Avenue de Riant-Parc,25,,Genève
5814894.187501295,682284.5266553975,Rue Chabrey,9,,Genève
5815664.385112077,682288.6952612605,Rue de Moillebeau,32,1209,Genève
5815903.439427639,681102.7379584127,,,,
5814981.262823215,681762.8371141648,,,,
5815639.279118882,682368.2028600085,Rue de Moillebeau,38,1209,Genève
5814323.7813440375,681532.8479698286,Avenue Soret,50,,Genève
5815116.7431309875,681631.4915816177,Chemin Mestrezat,5b,,Genève
5815520.015467371,681199.23971645,Chemin Charles-Georg,23,,Genève
5815101.175457688,681522.4340058105,Chemin Buisson,2,,Genève
5814821.937315144,682211.230030275,Avenue de la Forêt,5,,Genève
5815670.122378583,680961.0928002215,Avenue de Joli-Mont,15,,Genève
5814832.116241319,682308.2234700787,Avenue de la Forêt,2,,Genève
5815283.612799192,681253.0469541192,Avenue du Bouchet,11,,Genève
5815162.13035957,681580.7435688049,Chemin Buisson,6,,Genève
5815120.947631791,681370.5414192115,Chemin Docteur Jean-Louis Prévost,21a,,Genève
5815670.0543130515,681955.1376424704,,,,
5815306.307471656,681278.8048940861,Avenue du Bouchet,13,,Genève
5814946.02390967,681749.767940733,Route de Meyrin,30,,Genève
5815258.974742254,681831.7131454942,Avenue de la Forêt,38,,Genève
5815940.154757875,681469.2669886438,,,,
5815033.101335008,681857.9252130394,Route de Meyrin,28c,,Genève
5815533.580038646,682046.6693891016,,,,
5815481.10764006,681170.1115097628,Chemin Charles-Georg,19,,Genève
5815746.68403092,681071.8270737822,Avenue de Riant-Parc,21,,Genève
5815684.001269383,681110.624132494,Avenue de Riant-Parc,23,,Genève
5815227.080640159,681215.6872787402,Avenue du Bouchet,7,,Genève
5815133.951559707,681549.7355467334,Chemin Buisson,4,,Genève
5815257.026859955,681232.0635796497,Avenue du Bouchet,9,,Genève
5815062.36530502,681806.1885700504,Route de Meyrin,30d,,Genève
5815254.011020182,681487.7559686395,,,,
5813919.133675631,680558.7365531239,Avenue Henri-Golay,11,,Genève
5815636.0924107125,681918.0476085221,,,,
5814835.1354737,682118.9517387314,Route de Meyrin,12a,1202,Genève
5815062.326471431,681477.4862821401,Chemin Docteur Jean-Louis Prévost,15,,Genève
5815147.696525069,681887.4392613632,Avenue de la Forêt,19,,Genève
5814487.40757171,681593.9411843346,Rue Soubeyran,9,,Genève
5815036.004122501,681510.3056013176,Chemin Docteur Jean-Louis Prévost,11,,Genève
5815698.139513081,681022.137568335,Avenue de Joli-Mont,17,,Genève
5815056.048493051,682292.2771229309,,,,
5815849.7061798405,681025.6866612291,,,,
5815050.943091447,682205.9840034564,Rue Chabrey,27,,Genève
5813864.169587215,680512.9540219349,Avenue Henri-Golay,15,,Genève
5813843.872553351,680599.6864063974,Chemin des Ouches,16,1203,Genève
5815303.196875028,681418.0714473919,,,,
5813893.326556453,680627.3778555045,Chemin des Ouches,20,,Genève
5815419.658773391,681452.073207442,,,,
5815344.345529169,681282.3375189537,Avenue du Bouchet,15,,Genève
5815732.106375678,681840.7052108743,,,,
5815143.475515881,681714.6448416305,Chemin Mestrezat,7a,,Genève
5815536.309537076,681705.6681533367,Chemin Gilbert-Trolliet,3,,Genève
5815780.981012019,681365.0499239961,Avenue de Riant-Parc,34,,Genève
5815541.50938186,681814.7582730047,,,,
5814978.2857162645,682286.4647180414,Rue Chabrey,19,,Genève
5813846.920775054,680554.8984606307,Chemin des Ouches,24,,Genève
5815617.458140128,681309.1822242197,Avenue du Mervelet,13,,Genève
5815397.3596207835,681232.8880363774,Chemin Charles-Georg,18,,Genève
5815041.788849147,682320.8117826795,,,,
5815378.516115637,681429.6940661294,Avenue du Bouchet,16,,Genève
5815372.326356991,681301.2690849557,Avenue du Bouchet,17,,Genève
5815326.220903723,681775.3298201178,Avenue Trembley,7,,Genève
5815738.355399278,681446.0382227083,Avenue Trembley,37,,Genève
5815613.613478244,681448.2559249804,,,,
5815659.626226923,681422.3089613293,Avenue du Mervelet,12,,Genève
5815689.150248186,681373.794854154,Avenue du Mervelet,16,,Genève
5815394.661614332,681104.389752586,Chemin Charles-Georg,11,,Genève
5815221.80713821,681881.5426775132,Avenue de la Forêt,26,,Genève
5815692.606285028,682377.4737996652,Chemin du Point-du-Jour,27,,Genève
5814315.708786016,681560.9558385699,Avenue Soret,48,,Genève
5815430.086698413,681258.1570370622,Chemin Charles-Georg,20,,Genève
5813660.40911068,680713.931855447,,,,
5815706.728183122,681498.2055679153,Avenue Trembley,33,,Genève
5815675.864302839,681548.8883188609,Avenue Trembley,29,,Genève
5815629.8948657075,681473.6096786556,Avenue du Mervelet,8,,Genève
5815099.101120672,682011.6605930867,Rue Marie Brechbuhl,2b,,Genève
5815158.554244458,682061.4044468697,Rue Pestalozzi,21a,,Genève
5815212.913465907,682041.1753049364,Rue Marie-Brechbuhl,4,,Genève
5815613.367915583,681905.0343662878,Avenue Trembley,4e,,Genève
5815021.584515757,681788.6968067762,Route de Meyrin,30b,,Genève
5815552.597290591,682059.322724176,,,,
5815646.123270469,681940.7664145939,Avenue Trembley,4g,,Genève
5814735.270470863,682312.2448218154,,,,
5815045.0867979685,682066.4026557871,Rue Chabrey,39,,Genève
5815240.557939601,681383.4472420627,Chemin Docteur Jean-Louis Prévost,12,,Genève
5815553.770055892,681840.0890032513,Avenue Trembley,4b,,Genève
5815106.002233955,681411.1298995996,Chemin Docteur Jean-Louis Prévost,19,,Genève
5815311.353087571,681945.9517186893,Rue Pestalozzi,27,,Genève
5815580.059192584,681868.319913469,Avenue Trembley,4c,,Genève
5815513.325134201,682020.9439586345,,,,
5815802.017582511,681992.0933776952,Rue de Moillebeau,3F,1209,Genève
5814950.221415122,682232.221274642,Rue Chabrey,15,,Genève
5815032.549378254,681686.446069924,,,,
5815533.096824336,681395.0307111501,,,,
5814975.840310668,681695.6119194786,Chemin Docteur Jean-Louis Prévost,1,,Genève
5815488.966239343,680957.2716996124,Avenue de Riant-Parc,11,,Genève
5814813.956531219,682148.0221716043,Route de Meyrin,12,1202,Genève
5815466.850490783,681355.2375404296,Avenue du Bouchet,23,,Genève
5815342.908071701,681178.4704065104,Chemin Charles-Georg,14,,Genève
5815306.140808722,681195.3035684596,Avenue du Bouchet,11,,Genève
5815194.579963682,681619.3880439501,Chemin Buisson,8,,Genève
5815062.48789472,681597.4262000663,Chemin Docteur Jean-Louis Prévost,4,,Genève
5815405.604859742,681308.6375635652,Avenue du Bouchet,19,,Genève
5813764.755221765,680531.4199868223,,,,
5813826.214866977,680644.3593393759,Chemin des Ouches,14,1203,Genève
5815494.938445754,681310.1169080541,Chemin Charles-Georg,24,,Genève
5815071.312813467,681713.4519184553,,,,
5815188.37704638,681313.1156664775,Chemin Docteur Jean-Louis Prévost,25,,Genève
5814988.082470484,681660.0145043442,Chemin Docteur Jean-Louis Prévost,3,,Genève
5815521.571170905,681269.5650090183,Chemin Charles-Georg,27,,Genève
5815603.514705293,681882.4902408752,,,,
5815112.758354561,681742.5625005128,Rue des Fontaines-Saintes,7,,Genève
5815006.612513365,682434.3584623692,,,,
5815621.425138692,681255.4955518565,Avenue du Mervelet,17,,Genève
5815076.377508893,681654.6871188811,Chemin Mestrezat,5a,,Genève
5815604.436945312,681194.963651832,Avenue de Riant-Parc,30,,Genève
5815533.651628161,681005.6197257154,Avenue de Riant-Parc,17,,Genève
5815408.139723312,681466.8987991553,,,,
5815318.816466665,681239.6145588619,Avenue du Bouchet,11a,,Genève
5815595.024458407,681031.955932403,,,,
5815200.695007784,681737.1825439491,Rue Pestalozzi,29e,,Genève
5815495.315034197,681642.746474965,Chemin Gilbert-Trolliet,5,,Genève
5815439.079990396,681333.1355669122,Avenue du Bouchet,21,,Genève
5815367.940171832,681201.2823086712,Chemin Charles-Georg,16,,Genève
5815265.71825473,681197.5222995833,Avenue du Bouchet,9a,,Genève
5814996.376030438,681622.2350213653,Chemin Docteur Jean-Louis Prévost,5,,Genève
5815423.9435043065,681132.9672522293,Chemin Charles-Georg,15,,Genève
5815457.633312074,681282.6363070722,Chemin Charles-Georg,22,,Genève
5815733.787460552,681308.6685949442,Avenue de Riant-Parc,30,,Genève
5815094.358313797,681892.3967961204,Avenue de la Forêt,17,,Genève
5815203.449541386,681446.9544197737,Chemin Docteur Jean-Louis Prévost,10,,Genève
5815569.464904404,681845.0888075945,,,,
5815100.472132503,681808.5337416694,Rue des Fontaines-Saintes,10,,Genève
5815691.135533697,681266.1565241201,Avenue de Riant-Parc,26,,Genève
5815599.659062035,681349.0821548993,Avenue du Mervelet,11,,Genève
5815510.48936404,680978.6753756577,Avenue de Riant-Parc,15,,Genève
5815384.07339963,681825.5590489235,Avenue Trembley,3,,Genève
5815228.129716763,681649.6277007014,Chemin Buisson,10,,Genève
5815400.367704693,681728.1340868516,Avenue Trembley,9,,Genève
5815174.675045027,681919.2332030952,Rue Marie Brechbuhl,1,,Genève
5815364.665886417,681076.5171931342,Chemin Charles-Georg,9,,Genève
5815087.455952196,681447.4117244838,Chemin Docteur Jean-Louis Prévost,17,,Genève
5815386.834451315,681615.6987467193,Avenue du Bouchet,22a,,Genève
5815302.194198316,681529.6171599411,Avenue du Bouchet,16,,Genève
5814300.229466388,681593.8437080223,Avenue Soret,46,,Genève
5815600.750117685,681676.3064178625,Chemin Gilbert-Trolliet,2,,Genève
5815158.428400264,681482.6459168517,Chemin Docteur Jean-Louis Prévost,8,,Genève
5815113.285692758,681856.4928276005,,,,
5815134.921310086,681974.4014026129,Rue Marie Brechbuhl,2a,,Genève
5813689.156845816,680639.2742711907,Rue Camille-Martin,16,,Genève
5815651.553338916,681589.4105593252,Avenue Trembley,27,,Genève
5815166.122078756,681681.9126091162,Chemin Mestrezat,7b,,Genève
5815484.146434379,681225.0205760035,Chemin Charles-Georg,21,,Genève
5816138.8950330205,681616.8082152252,,,,
5816333.551385506,681904.5176381035,,,,
5816518.236371671,681918.9706039948,Chemin Moïse-Duboule,16,,Le Grand-Saconnex
5815988.99689539,681478.5753104142,,,,
5816382.737637182,681949.5342413825,,,,Genève
5816293.781336822,681614.1213034643,,,,
5816083.7436314095,681718.2058938177,,,,
5816517.667055909,682129.9133452303,,,,
5816033.139513832,681355.1195846145,,,,
5816572.811187839,681659.6332346488,,,,
5816009.705227742,681865.3453400122,,,,
5816055.663342714,681798.0680664642,,,,
5815966.6193805635,681385.9700811809,,,,
5816478.4782321,682083.12145922,,,,
5816131.402649784,681303.9052749441,,,,
5816095.469260006,681771.5708485659,,,,
5816252.6063662395,681522.3263516695,,,,
5816531.415736594,681727.5956301218,,,,
5816094.9202635735,681658.5676772416,Chemin Colladon,,1209,Genève
5816336.75208761,681655.8009101518,,,,
5816621.078089432,682172.1931229478,,,,
5816358.048603526,682259.4370090395,,,,Genève
5816637.176733602,681458.865631511,,,,
5816491.048019369,682790.9028308049,,,,
5816238.499561402,681974.8214194955,Chemin Dr-Adolphe-Pasteur,30,,Genève
5816336.799727744,682237.3081493465,,,,Genève
5816706.136516207,681505.0772939652,,,,
5816724.382981354,682421.2095364525,,,,
5816327.71555405,682357.6874100803,Rue de Moillebeau,72,,Genève
5816288.916226875,682187.2838875828,,,,
5816361.107477816,682017.8285053219,,,,
5816221.080741078,681985.268889034,Chemin Dr-Adolphe-Pasteur,28,,Genève
5816210.925132973,682012.6193147268,Chemin Dr-Adolphe-Pasteur,24,,Genève
5816831.900137258,682207.1594646362,,,,
5816350.583508134,682501.488165036,,,,
5816395.614749643,682268.7911180075,,,,
5816235.975629609,682036.9701413013,Chemin Dr-Adolphe-Pasteur,26,,Genève
5816364.733119635,682293.9320113062,Chemin Moïse-Duboule,2,,Genève
5816315.967622409,681981.7120300259,Chemin de la Tourelle,3,,Genève
5816378.961214149,682140.767252901,,,,
5816222.682243897,682100.8578616295,Chemin Moïse-Duboule,7,,Genève
5816272.036167123,681964.1600969171,Chemin de la Tourelle,5,,Genève
5816010.927077429,682418.9752975645,,,,
5815433.044559263,682733.8942031988,Avenue Giuseppe-Motta,25,,Genève
5816310.287040253,682733.4232396552,,,,
5815863.292848354,681886.9582231974,Chemin des Crêts,19,1209,Gèneve
5815851.947905789,682676.1264099622,Chemin des Genêts,14,,Genève
5816150.1462097345,681938.009385527,,,,
5816073.72043939,681913.9683675074,Chemin Colladon,2,,Genève
5815438.654386107,682636.2797349124,,,,
5816041.71219356,682561.7733358981,Chemin du Champ-Baron,8,,Genève
5815940.458224211,682344.1647242679,Rue de Moillebeau,51,,Genève
5816122.093675122,682677.2358908239,,,,
5816149.105846044,682165.824815654,,,,
5816187.525624664,682114.2318652488,Place du Petit-Saconnex,8,,Genève
5816213.751955327,681935.8204740216,,,,
5815511.913478022,682693.8767603969,,,,
5816186.5813465165,682034.0937249266,Chemin Dr-Adolphe-Pasteur,22,,Genève
5816289.652760046,682685.9029163916,,,,
5815362.8796162745,682642.1457817996,,,,
5816187.456652033,681973.6625723947,Chemin Dr-Adolphe-Pasteur,37,,Genève
5816152.816058003,682734.9650010328,,,,
5815980.464570805,682115.1759373328,Chemin Docteur Adolphe-Pasteur,13,,Genève
5815933.858495364,682050.2755270248,Chemin Docteur Adolphe-Pasteur,23,,Genève
5816237.40833344,682116.7592423358,,,,
5816194.714160848,682201.0795715675,,,,
5816213.861823422,682636.7989512467,,,,Genève
5815813.339430473,682185.2859250729,Rue de Moillebeau,29,1209,Genève
5815492.330086771,682747.4070420923,,,,
5816110.217609406,681954.4538326986,,,,
5816091.623929826,682094.6492113951,Place du Petit-Saconnex,11,1209,Genève
5815569.736899865,682844.7673387197,,"31, 33, 35, 37",,
5815853.243950541,682437.3131532052,Chemin des Vignes,2,1209,Genève
5816171.522172385,681906.2518883783,,,,
5816163.133792294,682057.5944553398,Chemin Dr-Adolphe-Pasteur,20,,Genève
5816188.921392686,682523.2578683157,Chemin du Champ-Baron,1,,Genève
5816142.236928194,681995.9079831247,,,,
5815958.800465761,681918.2634715629,Chemin des Crêts,17,1209,Genève
5815407.742524657,682676.9734116931,,,,
5816077.759729489,682391.29634633,Chemin du Petit-Saconnex,,1209,Genève
5815986.2305027405,682308.8199277729,Rue de Moillebeau,,1209,Genève
5816386.573427189,682921.2954736577,,,,
5816556.125059828,682942.5516771595,,,,
5815670.927308129,682454.2459460871,Chemin du Point-du-Jour,21,,Genève
5815567.075784197,682429.5203400285,Chemin du Pré-Cartelier,19,,Genève
5815980.415536892,682761.7491775176,,,,
5815743.283397535,682460.7033222382,Chemin du Point-du-Jour,24,,Genève
5815720.442902892,682399.798271193,,,,
5815612.863314697,682606.0692409803,Chemin du Point-du-Jour,14,,Genève
5816279.474101298,682507.8652758733,Chemin du Petit-Saconnex,5,1209,Genève
5815578.824569187,682482.6151697774,Chemin du Pré-Cartelier,18,,Genève
5815501.7174248,682504.6635756852,Chemin du Pré-Cartelier,11bis,,Genève
5816049.828713867,682911.8004169281,,,,
5814794.97401575,682347.9551729909,,,,
5815901.968665632,682942.745728726,,,,
5815753.552205312,682805.4387797903,,,,
5815592.4889793815,682540.0662666755,Chemin du Point-du-Jour,15,,Genève
5815582.292847727,682619.7232465823,Chemin du Point-du-Jour,12,,Genève
5815520.18624904,682607.0573216793,Chemin du Point-du-Jour,3,,Genève
5815464.796795051,682608.1640751876,Chemin du Pré-Cartelier,8,,Genève
5816685.765677083,682112.8001978691,,,,
5816170.364986585,682908.8752758589,Rue Denis-De-Rougemont,2,1202,Genève
5816009.469681683,682879.2645334929,,,,
5815654.584529968,682547.8040209037,Chemin du Point-du-Jour,18,,Genève
5816208.480176891,682862.8147777398,Chemin Denis-de-Rougemont,12,,Genève
5816234.388400881,682945.5492335791,Route de Ferney,17,,Genève
5815535.210211183,682455.2300514366,Chemin du Pré-Cartelier,17,,Genève
5816283.624694911,682794.4815085287,,,,
5816341.278868607,682778.0048860642,,,,
5816327.916268486,682824.1480235243,,,,
5816558.904126273,682837.9442051675,,,,
5816166.742598396,683147.8789834395,,,,
5815881.679008945,682744.7454608132,,,,
5815635.174630385,682426.3160581397,Chemin du Pré-Cartelier,21,,Genève
5816304.50815037,683067.5688556414,,,,
5816168.2352469945,683197.4412155459,,,,
5815433.15459242,682584.292499917,,,,
5815687.048505647,682525.5752126337,Chemin du Point-du-Jour,20,,Genève
5815662.550371436,682404.7738702343,Chemin du Point-du-Jour,23,,Genève
5815609.55832651,682514.3093380571,Chemin du Point-du-Jour,17,,Genève
5816244.204720007,683085.36378768,,,,
5816013.052799527,682956.4809171305,,,,
5815452.178050291,682560.9420258236,Chemin du Pré-Cartelier,9,,Genève
5815702.411190165,682478.1185827495,Chemin du Point-du-Jour,22,,Genève
5815552.043129811,682590.9085361767,Chemin du Point-du-Jour,13,,Genève
5815405.514638203,682611.7996474463,,,,
5815571.486085823,682655.7436865815,Chemin du Point-du-Jour,10,,Genève
